35	5
47	74
16	61
67	25
94	55
10	26
48	75
85	79
89	81
98	93
27	40
78	92
11	4
48	26
58	72
46	26
36	18
55	59
30	6
21	50
82	52
47	66
70	50
43	8
79	34
31	89
34	92
72	30
99	84
24	87
62	64
9	76
23	93
21	57
53	77
76	41
48	81
46	76
18	54
29	6
30	27
81	34
88	99
52	96
29	31
83	99
16	17
97	48
73	75
86	8
52	89
94	68
34	5
97	49
3	18
17	37
45	18
17	44
45	55
41	61
26	83
43	64
38	80
55	90
1	14
39	61
31	34
33	89
84	77
59	73
85	26
53	25
26	35
8	80
68	41
61	95
89	77
52	50
65	51
8	3
7	100
87	80
25	60
91	30
79	60
32	48
87	72
67	33
94	81
74	67
31	42
8	97
85	63
83	41
98	62
37	69
49	57
3	73
76	1
46	35
17	14
7	33
97	64
47	61
85	7
81	95
51	4
42	58
100	91
71	87
72	100
77	84
72	29
58	1
50	71
25	38
5	37
23	62
88	18
32	87
41	7
74	17
68	91
66	81
57	64
9	71
73	96
8	74
63	14
72	42
76	81
84	40
96	55
13	54
38	51
26	15
100	3
34	42
88	32
52	11
65	93
85	59
31	99
38	15
7	71
28	8
52	19
90	39
97	57
20	68
22	59
53	16
23	27
38	36
45	27
47	44
97	29
65	83
86	62
86	23
4	57
70	51
88	56
13	23
30	39
42	64
93	43
61	50
56	78
25	26
5	96
94	39
71	31
72	35
52	32
53	18
23	10
29	72
81	32
48	88
88	100
69	87
100	2
40	90
8	45
26	36
54	17
100	44
10	42
20	97
87	73
77	22
47	91
51	94
36	70
25	9
24	52
79	41
91	94
24	88
27	18
55	43
39	85
55	16
98	65
49	45
73	49
35	62
8	11
69	64
38	45
36	3
10	52
4	52
40	37
68	32
49	28
50	41
52	15
21	20
16	69
4	33
100	72
81	45
81	37
27	10
76	63
25	61
21	60
2	7
3	94
83	38
18	49
65	20
7	12
90	75
86	55
74	91
29	17
20	79
87	64
27	51
37	84
46	36
55	75
70	73
8	53
59	61
63	50
97	68
76	2
45	4
88	62
55	50
40	81
78	97
78	63
61	97
22	4
23	89
42	14
64	62
100	6
32	82
58	43
90	34
55	24
86	19
10	85
56	56
82	19
4	27
83	36
78	92
63	73
50	4
95	15
24	6
67	66
85	79
60	46
22	62
46	29
34	17
21	83
33	33
5	90
52	19
69	59
54	82
71	8
8	86
61	14
22	21
80	48
21	88
76	31
18	34
70	93
61	34
5	67
14	31
19	47
84	2
17	27
37	66
43	27
33	68
93	78
13	51
54	48
97	50
45	23
52	55
97	29
89	59
3	72
11	9
51	81
4	4
11	5
85	56
80	2
32	37
65	26
33	54
89	17
60	58
12	20
62	22
16	63
46	19
42	10
84	92
16	98
78	77
53	9
6	45
2	74
32	47
59	26
42	15
74	44
4	93
7	25
70	98
79	84
33	5
25	60
19	9
79	92
100	2
6	47
19	75
30	47
25	1
90	74
93	2
64	94
97	48
80	72
36	11
63	81
87	31
69	63
87	24
97	55
94	52
99	17
31	9
60	97
59	46
97	19
97	92
11	85
23	69
24	44
13	86
93	16
60	90
98	69
14	40
64	88
8	12
42	50
43	84
3	97
68	28
58	41
53	35
8	65
59	10
100	7
24	19
60	38
36	18
8	6
60	46
15	54
86	68
90	63
73	17
74	11
85	9
13	84
84	81
36	64
24	68
82	91
27	10
46	38
2	12
72	73
97	50
34	53
66	22
34	55
39	96
13	37
35	22
90	40
89	82
89	99
70	64
75	35
80	79
47	52
42	86
32	92
30	59
45	82
64	11
62	26
65	77
89	56
24	18
9	3
55	15
25	83
3	66
3	65
73	24
86	15
97	54
3	53
42	47
49	55
47	77
44	57
23	88
38	36
40	21
91	56
67	43
79	61
73	68
27	50
74	78
53	93
89	85
17	30
40	35
31	33
28	14
74	54
2	25
68	6
78	2
14	19
69	65
60	26
25	21
22	77
31	81
79	66
55	47
65	29
79	59
91	30
73	20
92	28
82	76
22	79
82	86
14	56
51	94
42	100
9	57
82	86
78	35
91	30
58	72
17	46
25	43
93	34
79	90
49	18
55	65
2	13
96	65
89	13
26	96
92	32
46	43
92	65
3	17
42	27
86	64
27	72
92	23
96	86
8	96
8	98
85	38
95	89
6	92
49	81
49	78
63	79
100	100
59	49
28	75
54	94
15	26
2	31
40	71
50	59
66	78
21	54
3	85
85	89
97	1
14	10
66	62
39	53
45	42
22	26
99	54
30	55
10	45
14	11
91	22
76	64
73	96
67	54
22	5
11	19
60	36
33	51
61	49
65	66
30	22
56	68
31	19
31	9
17	97
55	91
34	34
12	16
24	60
1	86
70	35
19	38
25	79
9	100
41	86
53	49
80	44
38	26
84	27
71	91
76	56
99	6
38	12
3	21
5	53
52	48
9	29
47	70
16	27
56	54
48	69
70	35
12	55
6	50
14	76
74	81
27	29
60	8
50	56
46	33
24	33
92	29
50	5
64	42
51	71
49	7
83	3
48	27
19	38
87	7
11	95
7	19
6	9
85	74
93	52
34	25
24	63
57	28
17	39
11	71
57	71
12	79
25	84
15	64
35	62
28	79
43	21
84	21
95	9
23	58
72	22
1	73
26	56
99	38
3	77
10	84
34	19
46	55
91	91
87	88
53	21
48	27
23	74
5	1
94	88
83	84
5	66
14	8
19	42
9	59
17	59
49	20
12	97
72	76
7	42
61	19
72	17
70	44
59	34
32	72
33	60
27	53
56	24
97	98
93	80
41	21
80	47
84	45
19	69
25	71
7	54
58	68
56	15
67	12
24	33
87	69
74	6
70	47
34	2
21	41
68	53
95	2
10	74
77	3
89	3
37	76
53	28
56	42
90	39
20	48
63	73
37	36
25	36
15	67
32	69
51	26
13	39
68	66
29	29
50	68
31	50
86	30
7	68
81	91
90	82
40	71
100	77
69	9
84	2
24	67
20	21
50	51
33	16
59	76
57	60
9	27
4	50
18	3
42	74
26	70
40	8
41	48
26	96
33	71
46	20
98	39
93	60
75	87
27	34
78	18
43	90
24	45
9	71
8	42
28	89
17	41
8	94
47	36
15	96
97	92
86	62
81	54
41	81
21	88
37	16
5	13
10	78
31	81
96	27
35	24
25	83
73	73
4	32
15	19
75	75
11	84
37	57
79	30
41	52
42	11
49	29
20	9
54	55
23	53
39	16
27	63
84	35
27	44
61	64
21	76
8	93
32	64
85	38
46	47
36	94
67	15
46	6
81	78
85	96
3	75
83	92
86	42
50	2
76	84
14	45
8	15
23	27
21	27
66	12
64	45
4	14
99	78
80	75
98	51
27	80
56	55
67	84
22	84
22	61
86	29
1	57
69	56
35	22
93	33
56	86
76	75
56	97
29	19
25	62
53	28
10	90
27	48
69	72
10	95
61	98
60	51
30	62
67	41
22	66
92	34
19	95
94	86
99	78
85	1
56	1
31	35
63	8
23	90
30	27
23	44
67	94
67	15
23	45
60	50
23	83
71	70
15	25
28	77
8	82
34	87
1	92
32	52
24	35
51	30
76	17
44	77
91	59
34	75
96	18
27	11
46	77
43	45
99	89
15	29
73	37
9	86
7	83
97	6
76	39
7	90
91	76
40	64
51	85
22	11
72	53
44	48
4	46
53	44
62	52
98	58
56	32
38	26
20	72
89	50
57	15
39	70
71	79
10	14
44	5
76	34
6	59
47	48
57	49
60	4
84	62
55	5
6	54
22	59
41	61
67	82
71	68
46	50
10	53
89	25
98	3
62	59
22	37
23	55
66	11
89	47
84	65
1	32
34	21
78	52
53	88
94	77
97	22
89	94
24	43
91	68
5	1
89	62
54	59
19	76
38	42
67	78
99	97
36	41
17	15
30	61
7	72
21	18
60	56
35	42
64	23
9	23
60	59
6	19
57	63
60	15
72	41
91	89
92	30
6	99
59	73
4	74
68	17
2	80
67	87
56	79
49	24
41	80
19	48
92	14
46	13
16	96
14	86
65	22
23	52
4	94
3	24
94	56
87	61
53	42
2	80
17	61
66	13
63	94
82	6
91	71
98	41
87	82
78	43
48	42
75	95
5	87
21	9
25	25
77	35
40	34
43	3
30	80
100	78
8	21
60	76
31	18
5	37
58	40
56	16
5	43
16	55
42	33
8	12
89	65
45	37
30	48
22	14
100	24
44	19
33	50
83	99
42	32
13	9
47	7
62	72
4	44
25	33
33	56
77	86
56	96
71	53
18	43
96	70
46	46
75	55
65	83
31	36
77	95
5	67
5	53
98	17
21	65
34	70
2	38
83	34
33	3
47	48
65	53
53	48
42	55
22	79
47	52
63	19
78	19
67	29
88	65
5	46
10	6
91	63
100	61
94	67
4	34
29	86
51	22
42	42
43	16
39	64
57	15
16	59
16	1
8	11
46	26
70	83
98	96
37	100
76	24
7	60
26	63
12	94
54	12
37	70
65	15
85	60
35	90
94	9
74	20
75	90
65	13
50	89
10	26
25	2
17	16
88	11
1	89
47	94
29	81
24	85
56	35
54	100
91	25
28	28
31	46
74	54
85	100
10	11
41	84
70	46
64	35
70	28
65	65
86	72
49	25
52	38
24	20
50	24
72	16
1	28
53	39
94	61
22	85
77	4
92	57
10	92
42	93
67	55
57	76
18	41
84	27
31	22
82	78
28	2
69	60
71	67
5	81
51	37
46	21
26	34
62	25
23	44
94	29
32	43
21	48
33	16
50	26
52	12
1	45
42	56
18	93
2	20
98	58
78	39
5	48
63	94
47	68
50	14
74	11
70	22
89	80
88	100
59	21
42	59
96	32
62	81
42	33
77	43
81	28
81	52
59	79
95	78
30	60
18	89
62	93
38	56
99	77
52	56
48	96
69	61
73	25
83	65
51	95
81	1
91	24
54	42
98	12
71	95
55	7
22	41
22	28
49	20
6	15
95	4
17	28
95	21
52	47
38	88
36	41
63	29
46	49
67	36
95	47
63	2
13	88
48	96
40	54
89	62
37	12
8	85
56	39
89	10
31	72
68	4
95	72
58	5
25	32
59	61
7	69
55	43
26	89
70	56
16	57
5	51
21	37
74	45
2	59
77	76
69	37
29	11
65	35
23	90
36	91
31	22
52	95
51	28
50	44
78	72
15	29
81	62
33	100
5	36
49	82
8	20
79	45
70	87
67	36
72	86
21	63
91	84
61	47
49	38
52	65
6	67
34	75
47	82
31	98
12	69
25	90
96	55
65	70
31	71
71	88
44	40
23	45
68	22
87	48
41	46
23	53
93	42
95	30
93	34
100	99
8	95
59	56
14	12
5	49
21	60
87	48
87	44
98	99
6	48
68	64
64	97
16	43
22	78
59	83
28	36
81	19
33	68
83	9
25	9
14	70
50	48
25	93
43	72
4	83
69	46
96	81
63	33
64	42
36	35
12	62
95	18
34	25
95	79
43	80
17	75
29	6
6	77
65	40
95	71
62	5
38	98
12	85
96	1
41	28
41	24
64	49
61	21
84	79
49	99
54	28
30	18
20	45
71	37
96	94
25	26
70	33
2	64
47	58
18	15
74	61
54	40
41	66
66	41
70	4
24	98
22	16
92	53
99	92
77	76
22	75
21	11
20	36
96	5
7	50
88	39
20	12
5	33
24	32
24	5
93	84
60	42
84	48
44	94
74	79
45	64
86	55
76	63
72	70
83	38
97	11
46	31
36	70
66	40
80	77
67	93
99	20
64	33
78	98
34	33
49	77
5	76
65	6
16	82
66	32
37	10
53	98
77	5
44	23
54	94
5	6
30	68
54	30
3	3
14	13
97	57
37	38
2	90
79	58
7	44
9	1
28	15
65	6
92	83
11	39
8	4
53	80
50	99
28	60
75	51
52	75
9	54
40	1
6	81
1	71
1	90
35	48
80	48
33	25
19	73
2	62
37	5
41	18
14	58
35	44
31	95
23	47
98	15
14	29
82	91
79	12
24	75
15	4
63	26
91	66
75	65
56	85
28	13
79	37
16	79
15	70
32	87
55	37
100	22
78	89
94	60
1	3
73	27
94	46
7	17
86	11
97	76
89	66
41	20
83	70
46	39
30	2
29	29
45	62
11	91
64	83
74	52
94	23
10	73
22	8
1	66
33	76
41	65
99	7
15	84
62	77
61	11
61	40
10	64
1	96
41	25
92	9
7	93
63	94
66	84
83	66
41	87
55	33
72	73
10	7
44	11
87	65
88	37
71	5
41	10
30	34
33	45
43	6
87	38
67	37
9	43
76	93
62	62
56	50
55	86
37	12
58	3
40	32
79	41
94	46
59	80
34	96
15	66
93	12
36	60
36	23
26	23
77	54
93	77
56	51
46	81
8	88
48	64
77	80
47	100
59	46
81	27
64	63
93	3
81	56
59	69
98	86
55	89
9	87
4	35
80	66
57	37
85	78
44	85
44	43
28	44
62	51
70	88
94	96
31	60
75	85
13	4
55	62
76	62
7	8
7	94
62	88
46	76
90	92
47	13
95	88
7	55
90	5
57	98
66	65
90	91
44	37
72	53
7	10
63	77
23	64
17	13
48	5
2	33
26	31
71	31
39	14
20	44
21	16
43	100
35	84
47	87
100	84
99	16
14	47
47	47
31	58
74	37
62	82
12	27
14	33
74	29
67	90
52	9
14	100
17	71
51	34
24	84
43	70
63	39
23	38
25	16
49	70
80	84
64	15
91	88
47	25
92	4
23	58
91	87
87	70
81	15
8	97
26	45
69	79
83	94
31	29
11	5
38	74
14	32
16	72
2	56
65	34
23	51
60	70
96	83
84	31
75	30
50	76
81	40
65	78
81	36
4	92
16	62
25	18
28	8
27	29
93	25
66	27
87	12
97	49
52	38
78	36
72	12
43	39
38	86
17	86
20	52
29	94
10	43
19	49
12	30
10	56
14	58
42	85
27	6
25	90
65	80
86	76
29	52
35	4
60	53
85	66
23	63
62	23
67	62
99	17
49	87
31	59
79	5
25	86
24	78
48	50
35	41
37	52
100	28
29	58
72	91
10	10
72	14
47	87
95	44
91	29
38	34
66	60
10	7
42	27
8	37
34	100
42	78
76	80
91	28
67	1
34	51
41	81
61	22
35	30
50	38
94	48
78	43
64	71
47	39
46	23
99	64
14	64
34	52
65	11
96	39
63	9
31	36
10	13
68	78
37	26
1	22
100	38
69	70
79	5
64	37
63	3
57	36
58	88
85	40
12	21
78	91
62	30
89	74
13	63
64	23
85	32
85	5
16	72
63	43
88	6
60	40
66	58
60	27
50	6
72	71
17	40
54	48
66	70
91	36
96	76
3	31
61	44
5	90
64	48
69	14
44	50
7	50
49	70
36	70
65	61
79	75
28	1
25	75
55	52
100	99
52	10
81	95
82	62
64	96
62	41
71	69
35	53
49	86
45	23
68	41
14	39
49	33
77	50
94	82
7	56
42	30
15	79
57	57
47	68
76	68
53	70
16	84
19	46
55	85
14	58
32	59
25	66
86	74
89	87
12	57
84	58
57	75
25	85
94	57
24	69
37	9
24	100
21	17
87	11
91	87
43	98
39	32
12	95
27	35
89	64
56	50
70	66
82	31
79	58
5	27
37	13
17	71
42	25
21	50
57	57
49	28
61	76
74	3
5	81
90	62
18	54
25	8
42	45
40	49
19	44
55	72
70	51
76	38
13	87
26	32
24	4
46	57
77	3
43	57
73	28
84	27
8	26
22	99
92	3
92	38
21	36
66	61
30	12
42	93
70	69
59	12
6	55
28	5
43	48
49	87
58	40
9	98
15	24
23	94
97	12
75	80
44	93
63	37
35	70
86	10
84	66
47	41
82	89
17	7
21	50
93	26
6	61
45	97
99	36
25	34
61	73
20	10
62	25
86	32
35	63
36	37
48	78
70	93
18	68
78	76
69	90
43	39
31	60
34	85
36	14
93	65
60	91
35	25
82	56
99	6
100	63
70	56
82	5
74	24
71	23
52	94
34	98
75	68
5	77
27	32
2	7
32	75
69	7
10	47
75	49
11	40
52	34
8	48
41	82
99	92
23	17
34	52
55	97
65	17
88	85
73	70
83	8
13	2
38	18
64	46
87	91
65	78
50	96
73	70
89	1
20	48
26	86
6	70
